county,year,crmrte,avgsen,polpc,density,taxpc,wcon,wtuc,wtrd,wfir,wser,wmfg,wfed,wsta,wloc,mix,pctymle
135,82,0.0540804,7.85,0.0017997,1.955,24.61792,210.7838,346.2604,146.3518,287.1073,226.9759,315.44,441,359.92,337.19,0.0718412,0.1426013
137,82,0.0204753,9.15,0.0006575,0.3108504,31.00211,240.3846,334.4482,124.0695,167.2241,200.3205,127.1,277.74,221.9,236.88,0.0788177,0.0785741
139,82,0.027246,8.33,0.0015828,1.25,21.1771,216.9325,323.0769,170.6912,232.5032,201.7094,201.38,380.67,251.63,202.49,0.2728873,0.1076409
141,82,0.0267457,7.22,0.0009662,0.2628571,21.99823,174.8252,271.9503,180.5571,195.0948,155.4002,178.69,301.3,269.43,215.7,0.1490566,0.0850545
143,82,0.0165128,9.14,0.0007179,0.3902439,18.12041,147.929,274.7253,162.6772,219.7802,101.2146,161.92,329.88,289.51,199.96,0.4122807,0.0792141
145,82,0.0373545,9.53,0.0013007,0.7462311,28.92236,213.6752,422.6543,162.436,228.9377,188.0695,265.55,369.99,210.97,245.87,0.0948192,0.0847475
147,82,0.0585298,8.06,0.0017198,1.415525,25.36956,211.3917,903.1454,173.8375,263.0624,234.171,271.38,465.68,351.76,239.16,0.0773133,0.1214482
149,82,0.0185088,11.34,0.0016553,0.592437,17.5038,186.7065,334.4482,145.6877,204.918,157.981,211.75,372.69,239.95,237.66,0.0982143,0.0684446
151,82,0.0248051,7.53,0.0008414,1.186312,14.76634,260.4167,321.1538,178.6001,251.9894,222.1262,226.81,390.57,216.44,225.11,0.1074655,0.0836932
153,82,0.031383,8.73,0.0012622,0.9433962,23.12621,216.8455,289.0396,160.0659,214.2704,22.64108,236.65,385.95,261.76,233.24,0.1055011,0.0833501
155,82,0.0358587,7.57,0.0013154,1.092729,37.67342,197.8474,328.5508,181.8089,254.5249,213.8166,209.28,373.04,285.98,228.33,0.0986466,0.0896919
157,82,0.031602,7.34,0.0018212,1.485062,25.46949,133.8224,345.5847,172.0153,246.9441,192.5265,302.53,395.26,548,239.25,0.100854,0.0831164
159,82,0.0292244,7.28,0.0016685,1.94605,16.38865,271.9197,357.07,217.3103,237.3347,125.8476,282.45,420.15,270.54,253.32,0.0973207,0.0844483
161,82,0.0207294,9.46,0.0013479,0.9806338,19.07024,195.2151,375.2345,168.7281,241.5766,204.4431,242.4,382.04,209.52,233.01,0.0411711,0.0787039
163,82,0.0224186,11.8,0.0012834,0.5279831,23.65361,147.4926,316.2955,174.0937,210.9705,209.2876,235.7,357.05,254.45,219.45,0.0776119,0.0813947
165,82,0.0425763,8.63,0.0017163,1.037618,40.45152,232.4599,345.7217,176.8006,261.3891,210.6039,280.06,373.35,279.05,193.6,0.0553064,0.0895843
167,82,0.0260284,9.18,0.0014505,1.229798,22.78194,249.8735,345.5529,175.0327,241.6701,215.9605,245.74,392.21,259.54,230.69,0.0748752,0.0840005
169,82,0.0165503,13.62,0.0007657,0.7588496,25.43988,242.2011,449.8941,163.9833,213.6752,1.843794,232.45,323.86,256.67,212.93,0.1001965,0.0836034
171,82,0.0209131,6.77,0.0013909,1.109462,20.21522,280.4823,308.9656,182.9039,252.6395,212.348,215.48,381.38,233.23,235.97,0.0658882,0.0825625
173,82,0.0122786,7.63,0.0056361,0.1996198,28.92056,155.9252,2508.361,151.6405,202.4292,170.2335,167.02,281.53,290.3,173.19,0.0166667,0.0826689
175,82,0.0164474,8.73,0.0015406,0.6402116,30.4684,212.0316,364.0392,149.7831,239.2769,188.9954,468.59,268.34,258.85,194.49,0.0050891,0.0936172
179,82,0.0258779,8.43,0.0014512,1.15493,44.09111,254.894,263.8871,199.381,261.6604,214.3636,255.5,389.73,291.35,278.92,0.1242197,0.0919454
181,82,0.0617686,8.29,0.0014961,1.497992,20.46264,165.1127,316.3503,217.1138,229.2899,184.8002,242.83,402.05,244.37,208.89,0.0728538,0.0844901
183,82,0.0583432,9.55,0.0018891,3.689696,30.98436,277.7778,411.7016,246.351,305.2382,228.9609,316.04,460.48,327,264.42,0.0781222,0.1077222
185,82,0.0148936,6.57,0.012766,0.3770492,34.15132,135.7466,266.2722,146.0565,216.6847,166.5002,183.31,324.43,266.52,229.6,1.8,0.0832661
187,82,0.0312457,8.5,0.001111,0.439759,23.43014,174.8252,367.6471,167.9307,217.1216,149.4619,194.65,351.37,253.61,200.06,0.1111111,0.0880961
189,82,0.0316963,9.43,0.0016585,1.057325,21.78756,189.6526,350.9265,142.7529,241.8014,184.2949,203.42,345.74,319.34,216.69,0.0828961,0.1573162
191,82,0.0404994,10.3,0.0011468,1.763538,19.98285,231.9869,326.3297,186.5586,239.654,199.0649,234.06,285.65,278.38,240.77,0.109978,0.1016082
193,82,0.0240456,6.65,0.0009732,0.7912234,19.84998,222.8613,353.4454,16.87376,271.7391,203.5503,222.12,385.04,265.34,225.8,0.1519293,0.0849039
195,82,0.0588861,12.57,0.001784,1.705882,26.92453,240.2337,299.8858,201.3809,299.9741,252.5526,302.15,400.63,255.39,255.62,0.1209773,0.0879057
197,82,0.0180711,6.64,0.0009241,0.8660714,17.61957,194.2502,323.6862,151.1742,243.4275,171.5078,238.94,330.27,278.94,225.22,0.1115789,0.0798224
1,83,0.0303048,5.8,0.0018358,2.341801,26.45144,219.7802,1394.803,196.6395,309.9696,240.1568,269.7,438.85,250.36,248.58,0.0806787,0.0850909
3,83,0.0151492,8.69,0.0006587,1.003861,19.26188,193.5983,604.9115,157.1295,248.139,219.0847,236.64,382.65,268.9,223.06,0.0596206,0.0859426
5,83,0.0128064,6.34,0.0013416,0.4170213,19.24335,169.6833,2109.181,165.9508,196.2323,174.8252,178.17,330.5,250.17,202.07,0.3125,0.0738741
7,83,0.024211,6.37,0.0014398,0.489681,44.00379,275.8512,575.5688,187.2412,242.1652,245.262,231.09,367.8,234.73,240.47,0.2079395,0.0806452
9,83,0.0136804,7.16,0.0008604,0.5399061,17.97514,216.1598,1035.503,152.6829,255.102,184.8266,235.73,316.5,273.47,243.48,0.0853242,0.076492
11,83,0.0191668,13.44,0.0019803,0.5991903,24.6518,213.0523,915.7509,169.1857,177.6756,203.7912,199.88,325.86,239.67,227.94,0.1152263,0.1038029
13,83,0.0325271,6.97,0.0014763,0.5096852,24.6816,193.2741,1268.216,178.4231,241.7582,208.4831,240.26,389.8,273.8,216.4,0.1241497,0.0765449
15,83,0.0142092,10.95,0.0008852,0.3052782,25.77474,181.4223,2129.121,178.2224,320.5128,182.7358,207.67,344.49,269.43,215.55,0.2055336,0.0842081
17,83,0.0202915,9.93,0.0012987,0.3481229,25.50103,165.6239,1320.513,172.2408,238.5212,182.2645,283.19,355.36,223.73,190.15,0.1574074,0.0826743
19,83,0.0145267,10.37,0.0021733,0.4767442,62.59023,233.2161,139.4923,151.6695,244.6317,218.4867,477.16,359.84,211.69,223.91,0.0431212,0.0819392
21,83,0.0366069,8.89,0.0016787,2.497724,28.44128,247.7876,1165.393,202.762,301.6591,251.2563,311.46,411.52,295.99,249.98,0.0778464,0.0783658
23,83,0.0286164,6.63,0.0013735,1.468254,18.51124,227.3588,1109.037,181.1462,286.7313,250.2587,283.08,419.49,273.09,283.73,0.0713929,0.0897668
25,83,0.0312138,7.38,0.0016854,2.478022,21.83251,259.138,1378.987,191.1698,286.9107,258.4343,271.96,441.28,298.46,276.84,0.0672301,0.0816718
27,83,0.0294409,8.54,0.0014347,1.43949,18.74737,218.5944,531.4753,189.8921,249.6813,237.8754,251.63,395.54,210.94,227.63,0.1262349,0.0886638
33,83,0.0161148,9.14,0.000652,0.5093458,26.02322,196.6783,574.4256,176.9231,265.252,184.6154,279.95,310.41,293,204.81,0.1019108,0.0895228
35,83,0.0412081,7.89,0.0017224,2.760101,26.40385,258.5956,1230.356,229.4109,286.2537,248.4358,274.65,493.85,273.38,248.92,0.2065804,0.0840357
37,83,0.0190303,8.97,0.0011228,0.4872881,21.78287,194.4685,607.9683,189.4856,247.669,176.0253,258.79,403.52,287.9,235.73,0.1146712,0.0797505
39,83,0.0168941,20.98,0.0011669,0.4336283,20.48361,201.6129,3041.958,156.9491,252.5253,174.2491,228.99,310.42,248.38,297.41,0.168421,0.0720171
41,83,0.0220667,6.44,0.0017684,0.6978022,27.89343,195.3125,1491.081,189.6491,230.7692,195.9467,267.35,426.01,290.55,221.75,0.0749064,0.0728815
45,83,0.0351112,7.5,0.0011406,1.790598,21.45819,224.5509,1456.217,201.1279,248.139,257.3699,290.78,409.2,249.32,239.19,0.0938073,0.0857163
47,83,0.0291268,6.37,0.0019336,0.5501066,24.60299,281.3235,2459.75,182.1096,298.4085,204.9538,322.06,366.04,211.04,233.85,0.0832703,0.081979
49,83,0.0359286,8.95,0.0014829,1.064194,24.67342,239.1037,950.4863,180.354,262.0457,276.2078,273.17,414.17,212.16,228.07,0.1064097,0.1324623
51,83,0.060056,7.83,0.0014377,3.817352,25.42798,229.0627,1110.032,187.6015,265.9164,225.5461,362.25,372.15,289.23,251.24,0.1087709,0.1547367
53,83,0.0222781,6.98,0.0008669,0.4882813,28.0169,194.4685,1923.077,166.9899,202.4292,183.1502,129.11,288.75,270.72,200.99,0.0198413,0.0903797
55,83,0.0530843,9.44,0.0033323,0.3913043,59.8843,226.7574,1617.541,142.8617,200.0889,154.6632,229.12,326.86,295.61,240.65,0.0442073,0.082558
57,83,0.0290823,10.77,0.0013052,2.114964,20.02377,237.3571,1024.336,195.3562,261.0893,222.3967,265.68,425.33,246.12,235.61,0.0639825,0.0843965
59,83,0.0159541,6.34,0.001061,0.9925094,25.11233,223.6136,509.3555,203.3026,281.4259,219.0171,253.61,356.19,273.96,246.08,0.0740741,0.0802594
61,83,0.0177485,10.13,0.0015338,0.5018315,22.14209,180.2885,2547.122,187.7088,246.5483,183.9184,215.3,378.82,252.56,202.7,0.1353033,0.0827741
63,83,0.0760822,9.77,0.0025922,5.2651,31.95497,267.3133,773.1071,207.2916,305.1413,313.011,487.81,467.54,313.19,303.57,0.0642851,0.0997373
65,83,0.0458803,8.79,0.0009869,1.132411,22.40775,293.5223,271.0377,185.109,245.0252,180.3248,266.48,478.74,258.45,264.12,0.0955851,0.0861127
67,83,0.0593568,7.18,0.0019844,6.126214,31.14427,167.7102,300.4808,146.1161,206.6116,187.8502,217.07,363.84,296.35,237.89,0.1716966,0.0851107
69,83,0.0140695,9.47,0.0010335,0.6315789,25.01132,278.7948,494.4762,217.1894,373.2259,282.8698,447.02,474.29,291.07,288.15,0.1722222,0.0907606
71,83,0.0609887,8.86,0.0019868,4.680672,26.16352,227.6208,489.0862,208.1663,268.0204,247.3914,291.41,468.56,270.64,243.32,0.0574872,0.0834979
77,83,0.0347969,8.56,0.002299,0.670412,19.35769,186.1042,244.7552,180.2025,254.1998,174.0595,273.47,443.98,281.02,235.65,0.1096015,0.0917349
79,83,0.0137267,8.08,0.001161,0.6203008,24.78179,184.9112,213.6752,130.5793,228.9377,194.3904,178.5,342.55,271.18,268.46,0.0414508,0.0910747
81,83,0.0524466,12.35,0.002239,4.960062,28.6205,313.256,400.2745,259.2342,330.4872,269.215,348.35,518.37,321.18,247.7,0.1072257,0.0903812
83,83,0.0265988,8.81,0.0015204,0.769337,31.85896,208.7325,369.2308,172.905,244.0453,181.2737,299.61,405.78,268.22,244.29,0.144208,0.0845222
85,83,0.0411592,7.34,0.0014433,1.024958,21.05484,179.4198,303.3041,176.2976,245.3778,197.5508,253.15,379.57,292.87,237.73,0.1437584,0.1114001
87,83,0.0292305,10.33,0.0014274,0.8468469,24.4748,245.9107,358.8841,169.6209,239.0565,191.9587,460.51,423.38,246.94,220.98,0.1340289,0.0810046
89,83,0.0266806,8.86,0.0010752,1.68984,30.73221,226.8799,429.0329,191.7347,244.6857,213.2268,349.37,454.2,245.14,236.58,0.1002728,0.0715677
91,83,0.028893,13.02,0.0015525,0.6657304,24.80972,225.1704,346.7844,152.7122,233.4371,219.4016,252.89,372.79,232.66,236.8,0.1631944,0.0965079
93,83,0.0292154,7.46,0.0013258,0.5575448,20.23131,172.5838,164.8352,150.431,203.9627,168.2692,236.13,400.01,296.24,219.25,0.1259124,0.0963136
97,83,0.0363496,8.26,0.001453,1.479094,18.66088,257.7053,359.279,197.0111,290.8856,218.5189,272.99,406.88,263.98,248.56,0.0808362,0.0818596
99,83,0.0155948,7.71,0.0014481,0.5437882,25.96327,200.491,359.3293,145.1379,256.4102,216.4197,192.3,409.34,309.86,241.28,0.0071942,0.1370642
101,83,0.0284245,6.83,0.0012437,0.9207547,35.10997,178.1238,305.9441,177.4388,232.2925,191.5415,258.51,385.03,258.9,234.35,0.1090512,0.0804222
105,83,0.0482863,7.6,0.0018039,1.482625,29.8472,261.4068,358.3593,213.3713,254.4529,216.0761,287.2,434.94,187.86,257.38,0.1310471,0.0823588
107,83,0.0489079,7.33,0.0016179,1.507463,25.58458,237.1754,310.4843,177.3808,297.7993,222.3918,315.33,436.58,253.53,253.9,0.1162791,0.0825023
109,83,0.018975,7.85,0.0011082,1.463087,27.82133,202.4292,305.1734,193.9237,262.8666,213.4175,260.93,390.73,288.57,231.19,0.135318,0.0840211
111,83,0.0130077,9.07,0.0008233,0.8260869,19.74314,198.0578,518.6722,172.0127,256.4102,200.636,217.27,312.97,279.89,237.43,0.1100703,0.0736378
113,83,0.0118809,6.23,0.0017654,0.4313346,21.9329,174.8252,320.5128,143.563,201.6129,227.4178,217.1,282.27,262.49,204.33,0.1581395,0.0945418
115,83,0.0018116,16.07,0.0131341,0.3747228,26.15043,168.1778,395.9276,164.8352,264.7715,175.0996,403.8,372.54,260.15,222.93,0.219,0.0813772
117,83,0.0145596,13.25,0.0006807,0.5704989,42.1135,195.9533,368.2488,157.3213,224.9213,189.6613,267.5,353.02,262.5,248.83,0.0434783,0.0796038
119,83,0.0854819,11.28,0.0021472,8.045455,39.30305,319.466,463.805,297.7676,388.9124,282.7672,382.64,552.4,285.54,292.83,0.1482056,0.0882575
123,83,0.0333204,7.17,0.0016855,0.4755102,39.65294,226.5694,365.5435,178.6344,231.696,247.9105,238.02,290.07,250.6,237.32,0.2577488,0.0856528
125,83,0.0264993,11.63,0.0018068,0.7546362,25.20862,196.6783,388.9778,167.4695,270.0951,236.713,245.7,395.59,280.06,234.66,0.0698039,0.0810131
127,83,0.0439535,8.43,0.0007306,1.283333,23.81535,234.013,342.8987,215.311,388.3975,237.4531,263.15,460.15,265.56,250.48,0.073162,0.0816318
129,83,0.0634987,7.57,0.0021786,5.881081,47.00812,252.1794,404.397,190.9223,289.4303,231.2345,377.81,478.89,347.18,261.99,0.0741854,0.0870337
131,83,0.0155024,8.13,0.0008507,0.4126394,26.97345,170.7405,300.4808,173.8375,192.3077,160.6621,231.07,341.47,272.97,187.83,0.426087,0.0940832
133,83,0.0393081,8.25,0.0012042,1.55308,17.21307,212.1246,288.4615,204.7034,219.2761,196.3065,234.02,296.35,247.2,207.75,0.1873214,0.2638173
135,83,0.0516532,7.6,0.0022578,1.985,26.57005,223.7542,350.1638,153.0453,295.6219,245.3266,334.58,467.74,372.43,237.92,0.0627097,0.1408447
137,83,0.017568,6.44,0.0005889,0.3108504,30.40683,261.1586,343.4066,132.626,192.3077,223.6136,125.39,304.74,224.34,242.36,0.0406977,0.0770604
139,83,0.0270391,7.83,0.0016037,1.254386,22.9478,225.0409,341.5301,176.6807,262.2378,214.7766,219.82,399.69,258.84,214.17,0.222597,0.1057264
141,83,0.0907109,10.02,0.0109028,0.2662857,22.36518,186.4802,309.4607,185.4744,227.7328,144.6975,192.62,328.11,272.22,217.24,0.136612,0.0837519
143,83,0.0220282,9.47,0.0009136,0.394309,25.51068,192.3077,274.7253,164.4737,202.4292,104.8951,174.71,355.47,281.77,211.63,0.2916667,0.0762721
145,83,0.0275623,9.26,0.0013203,0.7487437,32.56441,238.6957,441.9279,171.0046,236.6864,185.3568,277.57,370.49,211.86,248.92,0.2945736,0.0824275
147,83,0.05091,8.06,0.0019203,1.432268,25.54766,220.5487,307.7975,179.5487,281.4259,241.1069,301.64,475.57,363.67,260.98,0.0758414,0.1198414
149,83,0.0160101,8.48,0.0016382,0.592437,19.20561,176.4291,341.8803,145.7589,230.1118,165.4873,236.72,381.69,243.71,236.13,0.1878453,0.0671684
151,83,0.0208599,7.67,0.0010962,1.200253,16.21791,262.6228,349.157,179.927,254.4714,234.084,246.62,417.61,219.84,230.55,0.0951854,0.083321
153,83,0.0315881,11.56,0.0012703,0.9475891,23.08889,200,298.2107,166.623,236.9407,203.1717,289.38,406.59,264.87,228.21,0.0994842,0.0815144
155,83,0.0283191,6.62,0.0013892,1.102213,23.48097,201.2909,352.2468,178.2627,280.2651,219.7448,233.38,398.3,290.94,236.03,0.1181888,0.0878873
157,83,0.0314258,6.51,0.0018139,1.492091,26.84217,65.62158,339.8208,175.1782,260.6484,200.246,333.24,408.41,257.19,250.98,0.1003236,0.0822817
159,83,0.0287771,8.26,0.001672,1.953757,16.47048,271.8074,375.3599,214.4736,256.6955,229.2112,309.09,446.54,269.78,258.98,0.0616858,0.0830817
161,83,0.0196418,7.26,0.001348,0.9788733,21.19407,207.9002,388.0538,177.8762,252.157,216.0883,269.98,394.28,217.79,225.56,0.053719,0.0780268
163,83,0.0215107,10.31,0.0013111,0.5279831,24.81863,155.7936,323.4533,179.3618,220.9493,210.1622,243.37,382.82,256.49,220.58,0.0892116,0.0797593
165,83,0.0421413,6.77,0.0016057,1.043887,42.35075,241.1995,392.9507,183.34,274.7253,223.5288,312.58,399.13,281.46,210.48,0.0561883,0.0873818
167,83,0.0183428,6.18,0.0014953,1.237374,24.04489,254.3913,350.9265,195.4652,236.9668,221.5062,267.67,410.83,259.15,243.75,0.0798122,0.0826031
169,83,0.0125903,11.45,0.0009035,0.761062,25.62276,265.402,470.0855,169.7693,244.7552,176.4849,228.4,337.55,267.6,216.5,0.0719603,0.0846753
171,83,0.023208,8.05,0.0013766,1.111317,21.28755,303.5574,329.3459,188.1572,271.989,217.5264,239.64,387.22,237.32,237,0.0710015,0.0816937
173,83,0.0163379,5.11,0.0055788,0.2015209,22.4317,200.9185,339.3665,145.5957,213.6752,176.5325,178.29,326.34,294.74,163.59,0.051948,0.080595
175,83,0.0170197,7.73,0.001566,0.6481482,32.78445,208.706,397.6287,152.4487,272.2164,196.0059,519.36,275.54,258.13,177.68,0.017199,0.0919672
179,83,0.0246299,6.73,0.0015358,1.173709,29.71875,249.1179,286.6473,198.8109,265.252,224.0043,276.09,426.79,296.21,269.37,0.0777847,0.0908315
181,83,0.0605235,6.67,0.0016658,1.51004,21.81735,179.4124,341.9556,227.3073,231.3476,190.4827,260.15,415.95,244.65,221.06,0.0781912,0.0840385
183,83,0.0512834,9.15,0.0019372,3.80445,32.94156,301.584,447.6479,260.8919,328.9689,254.2558,351.78,486.38,332.24,284.93,0.0903235,0.1065255
185,83,0.0105374,6.4,0.0126449,0.3793911,26.29618,161.9433,291.3753,141.8969,226.2443,189.8579,209.47,338.63,272.09,232.48,4,0.0805017
187,83,0.0221291,5.37,0.0010996,0.439759,24.20716,155.9252,360.5769,168.233,240.3846,164.283,234.6,358.55,260.41,209.18,0.1219512,0.0867417
189,83,0.0269621,16.73,0.0020366,1.066879,22.60484,199.4764,341.3746,155.2467,244.8089,201.5231,221.84,374.19,324.96,223.46,0.0584726,0.1564561
191,83,0.036537,7.66,0.001243,1.768953,21.18032,247.7394,348.2187,188.622,259.0191,211.9695,262.82,299.61,282.85,263.3,0.0707991,0.0990734
193,83,0.0220034,7.94,0.0009964,0.7965425,20.1008,232.6596,361.6682,226.0903,293.4129,230.9871,242.12,399.31,265.12,237.99,0.0959471,0.0836757
195,83,0.0573422,9.86,0.0017866,1.719251,27.52601,254.2064,328.992,203.3134,332.2513,262.7839,328.69,419.8,258.78,269.11,0.1181818,0.0863571
197,83,0.0155747,7.77,0.0010729,0.8690476,18.90585,207.1006,317.9891,154.321,254.8656,196.4637,256.19,352.65,345.27,235.9,0.1138614,0.0790195
1,84,0.0347259,6.89,0.0018859,2.34642,26.84235,223.4238,398.8604,200.5629,350.0863,252.4477,281.74,459.17,261.93,264.38,0.0785035,0.0838333
3,84,0.0136621,8.01,0.0006089,1.015444,21.39557,219.0847,340.6593,162.2665,263.6476,228.5922,255.22,376.53,288.05,242.05,0.058997,0.0854993
5,84,0.0138299,5.72,0.0013345,0.4170213,24.15392,183.9465,328.3302,167.2241,209.0301,180.9955,192.17,340.43,259.49,210.56,0.1632653,0.0738631
7,84,0.0223434,8.77,0.0015046,0.4915572,39.47325,297.7668,376.403,187.7682,255.2757,267.3797,247.55,365.41,252.21,243.93,0.2375,0.07906
9,84,0.0143262,10.6,0.0009007,0.544601,22.24659,223.8806,310.559,177.8069,261.3891,208.0251,245.88,318.89,291.72,262.94,0.0844156,0.0752818
11,84,0.0168042,7.16,0.0025506,0.6072875,29.73097,230.9701,360.5769,169.3902,241.7582,209.1609,212.34,340.77,257.89,227.54,0.0516432,0.1024648
13,84,0.0301272,8.89,0.0012138,0.5145279,27.70227,240.3846,320.5128,184.9458,275.454,223.8502,262.75,392.41,294.95,220,0.1587302,0.0751876
15,84,0.016346,7.52,0.0009341,0.3038516,26.60553,160.2564,320.5128,181.0969,336.0717,167.8877,211.47,360.26,281.56,228.24,0.1864407,0.0810798
17,84,0.0179276,7.18,0.0012621,0.3503982,28.1753,165.2644,306.2224,185.4396,259.8753,196.1538,297.23,356.43,249.93,210.43,0.2590909,0.081045
19,84,0.013686,8.16,0.0019476,0.5046512,108.0157,224.4063,552.0565,158.0218,249.2007,223.524,492.51,403.76,206.96,244.75,0.0420842,0.0815946
21,84,0.0384395,8.06,0.0017722,2.52352,29.68316,262.5153,410.6534,207.6434,299.5625,267.4396,333.59,449.82,318.15,245.7,0.0808725,0.0777885
23,84,0.02755,6.07,0.0013643,1.484127,19.88842,246.4914,378.6881,195.5186,294.0042,269.192,300.1,434.54,292.69,253.58,0.0935857,0.0895291
25,84,0.029444,8.15,0.0016528,2.510989,26.46894,269.867,357.3149,204.8394,308.1059,271.6023,284.02,451.92,328.17,290.06,0.0738523,0.0806566
27,84,0.0300368,8.47,0.0014427,1.464968,25.42931,248.6107,371.7335,204.7664,264.0494,251.427,262.51,417.92,232.61,244.82,0.1260141,0.0885769
33,84,0.0141497,8.97,0.0005442,0.5163552,23.88866,184.1244,210.7482,189.9335,300.4808,189.3939,286.18,308.5,315.86,231.99,0.0833333,0.0873203
35,84,0.0404708,7.47,0.0017568,2.800505,29.19857,276.7269,391.1584,232.9108,310.9976,256.5862,291.69,507.4,292.41,264.56,0.1856,0.083153
37,84,0.0196145,12.27,0.0012526,0.4957627,26.88454,231.696,340.7026,194.6593,261.1586,191.8666,260.81,412.53,306.2,254.76,0.1185065,0.0785882
39,84,0.0142249,5.84,0.0010018,0.4424779,22.2462,222.5048,423.0769,162.2074,260.4167,225.4406,229.12,336.72,259.98,211.66,0.1687243,0.0716857
41,84,0.0158939,6.15,0.0017057,0.7142857,30.95895,218.2215,343.8615,203.492,227.4607,197.0366,277.28,437.44,300.26,239.4,0.0904255,0.0703432
45,84,0.0376378,11.19,0.0011813,1.814103,23.50994,246.8317,364.6466,215.1336,257.6084,270.2942,304.42,433.1,287.7,262.89,0.0851499,0.0846924
47,84,0.0296451,5.41,0.0019081,0.5533049,27.24714,310.7411,317.5723,172.8098,321.6296,210.4962,338.1,372.27,242.87,253.39,0.099032,0.0800994
49,84,0.0319024,9.18,0.0015091,1.095578,26.80106,256.096,334.5294,189.2236,274.7253,286.964,277.15,426.83,223.21,239.64,0.1214518,0.1291349
51,84,0.0591762,11.23,0.0014549,3.866058,27.70948,236.6503,336.6864,191.9191,277.6873,236.013,391.47,394.14,302.84,271.62,0.1153507,0.1509761
53,84,0.0138866,7.89,0.0009202,0.5039063,34.98158,226.2443,213.6752,190.5752,320.5128,186.1042,178.1,298.95,294.33,213.61,0.0246914,0.0896802
55,84,0.0504352,10.89,0.0029902,0.4143223,76.22852,252.712,359.4536,153.6227,201.4033,166.4336,252.83,344.46,307.4,259.98,0.0675106,0.0822679
57,84,0.0258322,9.18,0.0013524,2.144161,23.66816,243.992,387.6679,207.7907,281.0865,228.9377,282.14,445.25,257.01,254.89,0.0604357,0.0838488
59,84,0.0160226,9.16,0.0010933,1.007491,28.47488,243.5338,305.9441,214.78,282.2865,250.8361,275.94,369.01,294.77,244.46,0.0786802,0.0805691
61,84,0.0169917,8.36,0.001377,0.5079365,25.9619,190.3553,287.2128,192.7581,279.7203,183.7536,224.45,395.65,267.31,234.12,0.129085,0.0811305
63,84,0.073959,11.82,0.0027058,5.345638,34.55822,280.4191,423.9067,2242.747,321.0301,329.8855,526.28,502.65,334.12,303.51,0.0688875,0.0985009
