county,year,crmrte,avgsen,polpc,density,taxpc,wcon,wtuc,wtrd,wfir,wser,wmfg,wfed,wsta,wloc,mix,pctymle
65,84,0.0481331,11.03,0.0010581,1.144269,24.44519,312.6184,456.0317,187.1591,267.4957,197.996,276.77,493.53,282.02,251.86,0.1136929,0.0839781
67,84,0.0518556,8.97,0.0019539,6.184466,34.22279,181.4223,320.5128,163.1402,234.1137,195.9824,230.79,383.12,324.31,252.91,0.1794507,0.083301
69,84,0.012961,7.05,0.0010856,0.6437247,24.6179,301.2643,477.3975,234.0249,397.1754,304.7247,493.86,502.16,306.26,304.56,0.168639,0.088698
71,84,0.0585782,7.53,0.0019089,4.739496,27.77145,239.1296,506.3149,220.9194,291.1481,255.7552,305.63,494.12,293.9,256.44,0.070304,0.0827011
77,84,0.0352097,9.35,0.0023824,0.6797753,22.15349,200.3205,262.6884,196.4373,261.2876,174.5951,286.36,494.29,303.04,254.73,0.1779425,0.0906859
79,84,0.0115195,6.17,0.0013028,0.6203008,26.21327,200.3205,320.5128,138.2212,274.7253,196.1032,187.83,344.61,301.84,266.81,0.12,0.0879627
81,84,0.048507,12.28,0.0022974,4.993855,30.11059,324.926,416.8689,277.876,348.374,285.6754,369.23,545.6,349.11,260.85,0.1080912,0.0895623
83,84,0.0268714,7.94,0.001552,0.7720994,32.88853,225.5074,395.1528,179.623,265.0858,196.4713,299.92,425.12,285.62,262.52,0.0868613,0.0827011
85,84,0.0354902,7.21,0.0013927,1.031614,23.23684,186.3189,350.328,174.3635,255.3238,211.7389,248.49,390.26,319.46,244.58,0.1780021,0.11023
87,84,0.0299963,10.16,0.0014936,0.8576577,26.70727,249.3904,318.3902,175.537,248.3094,208.2673,509.17,434.2,279.03,238.6,0.1394799,0.0810737
89,84,0.0222881,7.33,0.0012452,1.735294,26.14107,233.7592,454.8454,202.8662,261.0164,224.1036,365.93,470.22,239.28,249.37,0.0639579,0.0715863
91,84,0.0292986,6.11,0.0013828,0.6685393,26.99935,244.0158,364.7215,150.1155,234.5216,218.3542,254.44,380.05,269.88,246.65,0.1133005,0.0943325
93,84,0.0336595,7.15,0.0013138,0.567775,21.97551,196.5188,186.1042,161.57,236.6864,1576.293,250.77,422.1,326.14,239.71,0.1040119,0.0928974
97,84,0.0345321,6.83,0.0015125,1.506969,21.04983,271.5711,374.5246,206.8261,302.2401,233.2407,285.77,427.4,278.19,267.91,0.0757246,0.0808793
99,84,0.0150138,7.79,0.0015087,0.5498981,29.26582,212.3142,379.47,149.0531,259.8753,224.5509,213.98,410.16,322.57,266.11,0.002457,0.1357365
101,84,0.0300807,6.29,0.0012666,0.9433962,26.62699,195.3644,308.4799,183.0125,255.2757,192.7458,270.47,411.33,272.95,252.74,0.0700637,0.0794602
105,84,0.0354481,4.32,0.0018112,1.517375,31.29449,266.0761,381.0208,220.4832,273.5645,231.0493,299.2,422.8,224.87,271.11,0.123872,0.0809147
107,84,0.0479757,8.17,0.0016084,1.50995,26.09953,248.8811,317.7464,185.0436,299.2543,225.571,322.06,465.25,267.39,271.4,0.117291,0.0805014
109,84,0.0193141,8.89,0.0011958,1.493289,24.29875,216.0761,299.5312,207.9002,297.9415,223.0769,269.76,404.44,299.69,265.35,0.1428571,0.0840198
111,84,0.012742,7.42,0.0008947,0.8306636,21.92565,203.9627,535.9395,173.9816,260.3292,210.2804,207.88,333.5,287.97,257.53,0.0491071,0.0724307
113,84,0.0111992,6.56,0.0015679,0.4410058,32.12664,174.8252,325.6824,147.6648,189.3939,227.8906,203.38,301.07,271.21,205.98,0.25,0.0936862
115,84,0.0018815,8.68,0.0150517,0.3813747,29.24986,161.8752,414.4562,181.4412,278.7068,169.4064,421.07,399.74,284.72,238.53,0.219,0.0792498
117,84,0.0188914,13.64,0.0004902,0.5791757,44.83336,218.4104,362.8447,167.8157,256.4102,205.6767,280.25,353.44,266.71,168.37,0.0394191,0.0789394
119,84,0.0868929,7.77,0.0018195,8.210227,48.2923,322.5707,481.1303,310.8814,416.1775,304.6476,406.59,559.18,276.67,323.39,0.1483757,0.0870462
123,84,0.0302041,6.9,0.0015897,0.4836735,30.32751,272.5216,350.9265,187.6665,230.7692,215.5172,245.14,302.68,277.46,253.22,0.3948413,0.0845154
125,84,0.0240551,8.12,0.0019409,0.7717546,29.30406,214.7125,390.2924,169.1162,264.715,254.6597,251.42,404.59,302.37,252.46,0.089698,0.0793613
127,84,0.0448501,11,0.0007105,1.298148,25.97524,247.0551,357.373,245.9039,368.4681,248.0547,275.09,473.44,289.61,267.64,0.0803353,0.0799623
129,84,0.0661003,8.57,0.0023617,5.967567,44.30112,267.1904,388.0305,198.6906,268.1977,245.1966,378.76,513.58,331.63,245.51,0.0724788,0.0856436
131,84,0.0137993,10.83,0.0008062,0.4144982,30.29688,191.4375,309.0659,185.109,240.3846,166.0839,218.68,355.04,298.11,212.35,0.248927,0.0922575
133,84,0.0381837,10.78,0.0012304,1.57405,19.95701,238.588,294.1548,182.3835,216.3462,191.1993,229.11,273.15,267.03,226.87,0.171546,0.2588062
135,84,0.0524006,10.73,0.0023563,2.015,26.98059,247.8192,376.3143,154.5407,313.2933,259.2306,357.21,499.79,390.21,249.35,0.0515386,0.1391885
137,84,0.0106549,12.24,0.0005865,0.3167155,32.49864,240.3846,336.5385,145.1379,98.61933,213.6752,134.89,310.92,247.73,244.49,0.0792079,0.0756287
139,84,0.0295938,8.11,0.0014287,1.276316,24.73193,254.328,372.0394,190.5644,277.0194,216.0419,221.01,414.41,245.61,227.49,0.2305516,0.1038472
141,84,0.0847914,6.39,0.0309556,0.272,38.47195,194.072,316.9907,188.799,235.4788,182.31,104.56,335.39,291.28,232.95,0.3125,0.0825357
143,84,0.0230636,8.67,0.0009185,0.402439,24.76958,226.2443,339.3665,169.4915,207.9002,104.8951,170.88,354.84,288.9,210.9,0.3950617,0.0733963
145,84,0.0232703,10.19,0.0013147,0.7562814,32.50011,243.6478,455.8405,183.843,245.4992,195.9467,283.68,410.88,224.53,255.53,0.2779783,0.0800519
147,84,0.0508713,6.72,0.0020781,1.444444,27.66211,246.4914,326.0869,185.481,301.9832,248.7798,322.27,503.75,395.29,278.06,0.078229,0.1182601
149,84,0.0137135,6.26,0.0011548,0.605042,24.41124,193.6912,368.2488,175.6657,267.094,177.2776,240.5,396.35,263.34,248.05,0.0326087,0.066306
151,84,0.0215881,6.47,0.001172,1.219265,18.74386,284.9003,337.3819,194.1227,276.2833,244.3253,256.7,425.56,235.8,238.41,0.0915344,0.0829835
153,84,0.0301159,8.29,0.0014134,0.9538784,29.82859,202.7027,306.3635,174.2252,254.9936,207.9752,291.32,424.41,281.14,245.35,0.1205502,0.0796601
155,84,0.0284567,7.02,0.0014839,1.111696,23.26064,212.7105,367.5073,180.2568,297.8918,233.4158,239.86,420.32,307.56,253.96,0.1059178,0.0861237
157,84,0.0266499,5.97,0.0018961,1.497364,28.49723,238.9812,350.8655,177.729,277.592,213.3673,340.29,416.93,270.82,264.18,0.0986654,0.0814918
159,84,0.0287943,7.27,0.0015128,1.957611,19.27317,287.372,413.0223,229.1669,272.9394,237.1048,325.67,482.87,290.51,269.95,0.0846995,0.0817429
161,84,0.0171226,7.5,0.0013661,0.9947183,24.24219,2088.468,391.3238,187.6954,264.3837,216.839,283.45,411.18,227.94,255.05,0.0602549,0.0773065
163,84,0.0191925,11.16,0.0013487,0.532207,28.97013,173.1237,364.011,186.0599,237.7622,220.5882,246.81,385.07,280.32,249.7,0.1144578,0.0781132
165,84,0.0408157,8.19,0.0017144,1.056426,31.11365,241.0256,397.6532,189.8125,272.3671,239.937,322.29,412.3,319.89,227.57,0.0414428,0.0852603
167,84,0.0181909,7.07,0.0015243,1.260101,27.32031,260.989,387.6558,209.706,262.9408,230.3305,280.72,425.74,260.71,242.06,0.064554,0.0812268
169,84,0.010994,7.85,0.000771,0.7721239,29.17758,310.4179,491.3589,177.5611,263.4352,187.756,252.31,352.83,283.92,236.18,0.1458333,0.085711
171,84,0.0213532,7.72,0.0014235,1.124304,24.01994,313.4711,340.1235,200.2572,284.2167,222.7678,254.39,402.27,257.84,253.95,0.0635697,0.0808381
173,84,0.010373,11.77,0.0051865,0.2034221,25.84708,137.3626,274.7253,162.4346,206.044,185.9278,176.75,322.4,317.3,172.85,0.106383,0.0785267
175,84,0.0242597,7.09,0.0066001,0.6587301,38.89787,218.9217,426.5981,147.2561,261.1586,201.4324,543.57,289.71,277.29,195.42,0.1056911,0.0906685
179,84,0.0256946,6.77,0.0015131,1.198748,29.31159,257.2601,293.4677,206.7023,283.7327,249.8396,294.87,429.79,322.08,301.5,0.123947,0.0897906
181,84,0.0534929,7.98,0.0016234,1.518072,24.37469,192.7897,333.6846,245.3521,257.4197,212.1544,256.44,430.04,255.11,230.79,0.0942689,0.0835979
183,84,0.0472032,9.02,0.0020187,3.961358,34.47074,329.0887,460.9959,268.7566,358.2219,256.5124,375.09,535.42,364.07,305.88,0.0887404,0.1053948
185,84,0.0151844,6.28,0.0119306,0.3840749,35.21553,149.3652,302.1978,165.8433,226.2443,184.1244,207.52,358.44,294.3,254.31,0.3,0.0779308
187,84,0.024611,16.42,0.0011315,0.436747,25.53147,192.3077,370.7136,169.0932,258.3238,179.3543,215.3,371.12,277.19,221.48,0.1917808,0.085349
189,84,0.0245914,6.66,0.0021129,1.082803,26.88897,212.1641,299.7003,166.2673,253.1088,212.083,245.4,383.51,361.42,235.1,0.0567465,0.1556665
191,84,0.0330351,8.01,0.0011974,1.779783,21.92414,259.9683,356.0601,200.9794,271.9503,216.3792,281.18,313.37,303.18,269.81,0.0714752,0.0965821
193,84,0.0171735,7.82,0.0009761,0.8045213,22.50491,245.1605,385.617,237.3293,324.3165,259.6269,254.5,420.93,268.27,254.88,0.0559512,0.0824713
195,84,0.0551157,11.19,0.0019252,1.727273,28.82286,264.6621,341.1911,212.6847,348.2738,269.8379,354,444.77,272.71,288.35,0.111459,0.0848282
197,84,0.0136619,10.11,0.0011087,0.8720238,22.70475,230.2275,304.8781,170.5955,262.2378,192.6782,268.59,345.9,354.21,246.89,0.1169591,0.0782327
1,85,0.036573,6.55,0.0019244,2.364896,28.14034,243.7562,358.783,206.8827,383.0707,261.0861,298.88,490.43,281.44,288.58,0.0932486,0.0823065
3,85,0.0120346,8.59,0.0006413,1.030888,24.03637,2324.598,338.7238,173.1681,250.1563,257.655,262.06,411.23,312.8,262.84,0.085034,0.084861
5,85,0.0124753,10.04,0.0014822,0.4127659,27.50368,204.918,254.5249,200.157,218.5315,190.6257,192.6,373.06,277.24,242.61,0.278481,0.073643
7,85,0.0245848,11.36,0.0015341,0.4934334,47.00904,291.1915,358.6446,196.3563,268.3363,279.7203,253.55,392.05,277.01,260.93,0.2256214,0.0774562
9,85,0.0133173,9.23,0.0009021,0.5492958,25.17329,256.4102,313.5452,194.7082,277.3669,216.0761,265.99,348.6,316.62,296.99,0.0915493,0.0739364
11,85,0.0141194,7.85,0.0024759,0.6072875,31.62309,229.8311,364.1329,181.2447,303.6437,224.2694,205.47,365.97,282.34,246.76,0.2634731,0.1012548
13,85,0.0349786,7.32,0.0013556,0.5242131,29.29789,246.3054,331.2477,192.8121,280.0598,231.761,270.01,427.7,324.81,244.13,0.0980243,0.0738005
15,85,0.0160135,16.68,0.0008896,0.3052782,67.58157,210.7482,325.0271,193.818,326.9231,172.3187,217.01,380.33,317.34,261.01,0.2857143,0.0782715
17,85,0.0196959,9.69,0.0013673,0.3503982,30.73238,174.8252,299.7003,190.5012,249.7502,201.8889,290.7,377.22,269.76,219.35,0.3444445,0.0796546
19,85,0.0128511,7.85,0.0018741,0.5302325,74.15498,255.5988,582.7787,162.2066,282.1042,221.6631,517.63,426.73,221.33,275.35,0.0538922,0.0808785
21,85,0.0413296,9.88,0.0019133,2.555387,45.85272,262.6341,421.6649,217.641,315.973,283.1928,344.25,460.94,341.47,241.35,0.0888499,0.0767823
23,85,0.0293095,5.66,0.0014041,1.501984,20.91201,240.9932,363.7448,197.8607,315.8677,282.3159,303.81,458.86,319.61,276.75,0.0947047,0.0887623
25,85,0.0305075,6.85,0.0016077,2.532967,29.41294,282.1906,373.2474,204.2759,326.7459,283.324,287.64,464.94,359.48,309.97,0.0718271,0.0794865
27,85,0.0355283,10.31,0.001424,1.492569,25.13492,253.3263,394.5227,205.1357,279.4619,256.4711,268.48,441.35,245.93,273.59,0.1176471,0.087978
33,85,0.0153797,6.87,0.0007805,0.5233645,26.73789,184.9112,258.3238,179.3915,339.3665,190.9438,268.36,341.6,347.11,252.12,0.1166667,0.0851962
35,85,0.0455489,8.76,0.0017862,2.84596,31.64337,296.4233,432.6329,247.0921,316.9907,277.5946,305.48,522.42,314.38,276.38,0.1564361,0.0820833
37,85,0.0207011,6.53,0.0012295,0.5,28.96895,249.6813,366.8763,204.1658,262.7807,198.866,264.78,429.01,334.46,282.73,0.171521,0.0770427
39,85,0.0130587,9.44,0.0011135,0.4469027,23.38863,225.8418,397.878,166.6872,259.2913,222.2652,257.85,270.12,263.75,231.88,0.1365639,0.0712311
41,85,0.0125242,4.69,0.0016235,0.7252747,31.85906,223.9199,329.6703,199.4078,226.2443,208.0373,295.82,438.81,335.9,265.83,0.08,0.0680608
45,85,0.03854,9.04,0.0011813,1.84188,26.95903,260.8386,361.6796,224.4259,273.0827,275.7024,316.28,440.14,319.85,286.45,0.091954,0.0835231
47,85,0.0293452,6.6,0.0020167,0.5554371,29.40129,325.8996,314.5219,174.3941,343.0532,206.7213,355.71,395.27,259.22,280.85,0.1272727,0.0781424
49,85,0.030183,9.8,0.0015352,1.132668,27.05969,272.1943,352.7878,194.6482,282.3409,296.5243,308.93,453.12,245.36,259.39,0.1032064,0.1261602
51,85,0.0712392,9.5,0.0016594,3.888889,31.27144,248.2457,357.412,198.3625,297.1186,241.9481,398.06,403.96,330.91,292.63,0.0966489,0.147533
53,85,0.0170847,5.97,0.0008542,0.5039063,39.17915,238.2573,192.3077,187.2367,262.2378,226.2443,184.33,329.83,331.52,247.14,0.0377358,0.0890676
55,85,0.0635231,8.17,0.0036037,0.4424552,85.93001,265.1632,387.7809,152.1637,225.5074,181.6435,265.83,323.96,335.63,241.74,0.0982049,0.0811983
57,85,0.0259898,7.41,0.0013412,2.164234,27.02995,277.5833,389.0533,215.645,297.2259,232.1913,294.36,477,284.73,280.82,0.0674435,0.0828959
59,85,0.015924,11.69,0.0008765,1.037453,30.28687,265.0177,290.746,214.2559,262.7807,264.038,292.93,416.47,317.99,267.99,0.0712531,0.0803874
61,85,0.0179394,9.64,0.0013649,0.5079365,31.69089,226.4493,309.7574,202.9866,293.0403,186.846,240.67,424.63,294.63,276,0.1288344,0.0794323
63,85,0.0703023,10.09,0.0023205,5.426175,40.89529,301.6998,445.9651,235.2634,337.4126,348.4926,551.96,522.32,368.77,322.55,0.0825388,0.0972633
65,85,0.0603418,8.21,0.0006569,1.156126,26.38083,302.3293,477.289,192.8864,289.1845,203.9307,296.39,516.89,328.55,284.49,0.1216696,0.0816832
67,85,0.0475793,8.54,0.0020049,6.28398,42.60989,191.4752,349.6504,171.7926,249.7502,199.6477,239.01,407.8,344.35,276.6,0.218794,0.0813422
69,85,0.0123078,8.6,0.0011128,0.6639676,27.38272,317.7535,474.1483,245.4301,417.7175,311.38,484.34,512.91,337.24,349.25,0.0641399,0.0866098
71,85,0.0571815,9.16,0.0019111,4.817927,28.14489,250.4188,516.099,224.3537,315.856,264.2565,316.65,503.51,314.95,295.29,0.0818411,0.0818151
77,85,0.0398521,6.82,0.0024011,0.6872659,33.05056,219.7802,256.4102,210.0034,270.4327,165.5396,302.58,510.66,326.79,277.88,0.177814,0.089236
79,85,0.0118946,6.09,0.001153,0.6203008,34.78369,200.6689,274.7253,151.4234,256.4102,204.3269,189.16,362.35,330.86,307.66,0.0949721,0.0853098
81,85,0.0527319,10.64,0.0022705,5.023041,47.62537,345.2739,460.0884,286.5485,377.9385,288.9627,388.63,548.79,377.97,294.39,0.1094184,0.0882898
83,85,0.0289042,8.83,0.0016038,0.7734807,33.52496,242.7491,435.8465,183.9465,282.6691,175.1182,316.41,440.61,317.05,272.35,0.106769,0.0806518
85,85,0.0372284,7.79,0.0014164,1.049917,24.51749,201.858,406.068,185.1409,270.1844,225.5934,282.62,413.49,347.35,274.9,0.150174,0.109063
87,85,0.0302089,9.06,0.0014999,0.863063,29.33097,264.093,381.981,184.3148,273.2522,212.9792,526.8,454.69,310.26,261.64,0.1206897,0.0805624
89,85,0.0268714,6.35,0.0012165,1.770054,28.85487,265.1208,468.1894,205.4814,279.9882,219.0061,395.1,484.28,268.47,273.23,0.0685854,0.0711765
91,85,0.0265877,10.04,0.0014281,0.6713483,27.81343,265.252,384.6154,173.5391,237.4169,246.313,276.26,414.98,291.03,264.93,0.1405405,0.0921553
93,85,0.0313736,5.29,0.0013776,0.5780051,24.93946,161.216,206.044,157.1386,222.9654,164.283,240.03,426.52,352.66,258.48,0.180602,0.0901013
97,85,0.035918,6.46,0.0015471,1.522648,23.34746,272.8306,380.8073,212.7055,311.5188,240.7577,299.04,455.85,301.6,303.64,0.085485,0.0797813
99,85,0.0132968,5.45,0.0015714,0.5498981,33.76451,232.8569,403.4427,151.2232,278.5146,223.8444,249.41,425.56,354.15,247.12,0.0185185,0.1341441
101,85,0.0315835,6.3,0.0013649,0.9672956,30.86513,209.1238,349.6504,197.0282,271.0377,199.0399,286.11,437.51,308.15,273.54,0.0643974,0.0784658
105,85,0.0445928,6.91,0.0018347,1.567568,34.21838,270.7316,381.6223,218.4174,291.7556,243.5438,327.46,443.68,224.4,299.95,0.1225144,0.0791262
107,85,0.0451353,6.81,0.0016232,1.504975,28.94897,257.4442,331.565,189.1611,318.89,230.0151,338.74,476.2,291.24,295.24,0.1283644,0.0785185
109,85,0.0199467,13.45,0.0010831,1.533557,26.42612,236.3299,300.6012,213.143,316.2106,220.0021,283.77,428.91,337.29,279.22,0.2093023,0.0836018
111,85,0.0144764,6.52,0.0009594,0.8306636,24.46247,215.9763,541.8193,176.0974,278.2324,224.9428,224.77,365.66,311.63,278.78,0.0448065,0.0711781
113,85,0.0115498,4.69,0.001537,0.4468085,55.25554,259.8753,369.2308,157.0513,198.4127,247.881,246.44,322.69,297.46,202.49,0.206422,0.0927476
115,85,0.0047949,7,0.0165157,0.3813747,30.33987,182.2524,460.0663,194.549,294.7782,201.4652,437.69,426.78,304.59,254.57,0.5,0.0771637
117,85,0.0177404,9.9,0.0005229,0.5791757,49.81863,232.818,332.3837,166.1645,274.7253,204.7535,300.57,384.94,290.19,283.43,0.0969977,0.0782115
119,85,0.0874663,6.41,0.0018105,8.395833,51.41667,347.6481,509.5136,328.2206,442.7392,314.8165,430.09,560.88,290.48,335.73,0.1507814,0.0853628
123,85,0.0321128,6.16,0.0017677,0.4857143,39.08851,285.5613,373.9316,187.3375,254.7122,232.0955,258.3,332.48,290.16,271.02,0.2759197,0.0834453
125,85,0.0230652,9.05,0.001889,0.7831669,32.02308,228.8868,404.1493,172.8721,250.1112,286.1283,269.41,440.95,327.37,272.42,0.081488,0.0777309
127,85,0.0258142,9.76,0.0012234,1.312963,28.12119,250.6091,362.8986,252.2031,381.2758,258.6901,298.96,492.38,301.97,293.67,0.0560561,0.0781521
129,85,0.070914,7.7,0.0024624,6.07027,69.40868,270.7781,396.9059,209.2001,305.059,255.3557,397.71,535.23,356.92,290.48,0.0638561,0.0842557
131,85,0.0144598,7.45,0.0009972,0.4163569,33.90083,211.7149,320.5128,193.7757,280.4487,174.4647,233.67,380.36,326.04,241.05,0.1809955,0.0900933
133,85,0.0517775,8.71,0.001546,1.608126,22.58288,235.8491,308.793,181.2296,233.6667,197.7114,241.89,315.65,290.75,257.38,0.1477531,0.254405
135,85,0.0517818,8.21,0.0023066,2.065,29.15432,271.8334,376.3106,162.2506,340.2661,272.4596,372.98,514.29,437.55,281.99,0.0429814,0.1373685
137,85,0.0108666,4.22,0.0005525,0.3225806,34.96,284.9003,329.6703,150.8925,147.929,265.9575,145.9,336.29,255.84,277.11,0.0442478,0.0742574
139,85,0.0362156,7.72,0.0013107,1.289474,27.62038,263.9517,400.1032,192.8651,287.8618,227.3517,236.4,454.11,274.52,240.25,0.2396694,0.10175
141,85,0.0609911,7.01,0.0355781,0.2788571,29.11382,198.5112,345.7217,185.8188,228.6175,196.0161,212.23,372.85,317.39,253.57,0.0434783,0.0809816
143,85,0.0174132,9.12,0.0009059,0.4186992,21.19813,240.3846,349.6504,174.216,234.5216,123.5004,172.75,365.58,312.82,230.28,0.5043478,0.0709927
145,85,0.0271005,7.27,0.00136,0.7613065,35.82109,258.4372,493.624,186.144,262.8666,201.2839,303.67,423.04,252.77,291.22,0.2765625,0.077668
147,85,0.0525701,5.9,0.0021873,1.459665,32.27996,264.9244,353.0032,199.1874,312.3173,255.2561,345.29,522.72,424.3,301.37,0.0792428,0.1167678
149,85,0.0136124,12.18,0.0015737,0.605042,26.60532,222.5048,368.2488,171.455,266.5651,186.9123,261.07,404.81,285.31,268.83,0.0484849,0.0651693
151,85,0.0255308,6.78,0.0012724,1.234474,21.09936,308.144,372.7608,200.0629,298.1774,251.727,271.33,451.23,254.39,274.51,0.1102041,0.082165
153,85,0.0282947,9.39,0.0013588,0.9685535,27.72656,221.199,330.852,179.3445,252.7756,224.6247,303.36,449.78,310.3,268.14,0.1516503,0.0779838
155,85,0.0311808,6.7,0.0014767,1.118019,32.55385,219.5752,371.0685,186.3991,310.0581,243.4125,246.62,421.09,331.19,282.83,0.1166102,0.0844781
157,85,0.0274601,6.84,0.0019489,1.502636,31.30051,261.0227,368.6036,185.7407,286.3465,216.4917,348.45,439.07,272.41,294.85,0.102262,0.0805256
159,85,0.031777,8.55,0.0018555,1.996146,21.34924,295.6549,426.9269,237.919,286.9023,237.5672,329.28,486.7,306.07,304.54,0.0720472,0.0803248
161,85,0.0198354,6.08,0.0012619,1.003521,27.42254,237.9064,364.2058,191.6003,260.7042,218.5552,290.25,434.11,244.87,272.77,0.0909091,0.07643
163,85,0.0203012,8.27,0.0012899,0.532207,30.99583,185.8436,407.4921,186.5941,242.2196,229.8568,257.05,404,301.06,265.54,0.0871413,0.0766543
165,85,0.0440056,6.38,0.0016937,1.053292,33.27475,257.5549,429.9562,187.1451,283.0189,251.5067,340.18,420.19,338.17,261.24,0.0475162,0.0839384
167,85,0.021896,7.55,0.0015482,1.267677,28.31809,290.7829,370.8791,215.9003,278.9956,235.0176,304.5,442.48,286.02,269.77,0.0792864,0.079819
169,85,0.0092151,10.39,0.0007703,0.7831858,32.22691,354.6099,529.661,184.4418,303.6437,193.9703,280.56,381.72,303.2,282.85,0.0912162,0.0861124
171,85,0.0235205,10.44,0.0014,1.12987,27.83577,325.3195,351.4938,210.1768,302.5065,232.7767,257.61,441.14,292.82,266.76,0.0530973,0.0798949
173,85,0.0047703,12.24,0.0035149,0.2034221,28.9306,169.6833,174.8252,161.9242,250.8361,186.2078,193.28,368.03,335.98,215.44,0.027027,0.0766049
175,85,0.0189785,6.22,0.0016049,0.6772487,40.80094,230.4341,442.5262,153.1654,273.7226,219.106,576.33,322.11,313.53,237.82,0.1077283,0.0889608
179,85,0.0277412,8.98,0.0014929,1.223787,35.31148,281.381,312.6681,220.4755,304.6896,240.9706,311.82,440.2,344.84,332.14,0.1483146,0.0888013
181,85,0.0470632,6.82,0.0016183,1.538153,24.14048,202.6893,335.2152,255.1234,283.2439,205.0495,262.5,444.74,277.9,253.22,0.1004963,0.0828185
183,85,0.0480699,7.44,0.0020255,4.147541,40.55433,370.8016,476.4781,281.1547,390.696,278.8949,407.7,557.44,403.75,315.94,0.0895382,0.103967
185,85,0.0078125,6.58,0.0136719,0.3840749,32.34632,183.1502,302.1978,155.3254,247.2527,190.4037,221.28,382.19,320.79,256.44,3,0.0753613
187,85,0.0254524,12.72,0.0012506,0.439759,37.27805,224.7752,334.4482,158.4284,266.2722,191.3008,215.4,385.07,307.97,241.38,0.2627737,0.0836146
189,85,0.0271844,8.31,0.0019502,1.089172,29.19147,215.0645,289.5753,165.819,281.6221,218.1758,251.01,406.16,407.5,247.37,0.036036,0.1545936
191,85,0.0345692,8.53,0.0012113,1.783394,23.63343,287.1144,363.7343,213.2225,291.8956,212.8885,276.29,333.61,327.01,293.95,0.0805825,0.0939839
193,85,0.0180945,7.93,0.0010006,0.8085107,24.77798,257.2078,398.3154,256.9071,361.1236,279.1209,263.98,436.96,287.89,291.84,0.0742574,0.0812092
195,85,0.0236432,12.49,0.0042988,1.721925,36.02775,279.4814,340.6775,216.4476,365.8724,278.1635,362.04,459.44,283.4,309.1,0.2716763,0.0831767
197,85,0.0130857,5.96,0.0010541,0.875,24.12361,253.0364,283.4008,171.6738,271.7391,207.2574,279.17,357.84,354.78,275.01,0.0810811,0.0772219
