"popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","music_genre"
32,0.16,0.792,0.679,0.000238,0.111,-7.271,0.0587,0.557,"Electronic"
39,0.47,0.596,0.488,2.02e-05,0.09,-10.064,0.0317,0.821,"Country"
49,0.399,0.804,0.555,0,0.102,-6.038,0.276,0.516,"Hip-Hop"
56,0.0678,0.69,0.76,0,0.184,-4.778,0.0587,0.468,"Rap"
77,0.323,0.606,0.652,0,0.201,-6.982,0.0281,0.476,"Rock"
54,0.136,0.729,0.842,0,0.37,-5.566,0.25,0.789,"Alternative"
58,0.164,0.649,0.595,0,0.112,-6.214,0.0325,0.686,"Country"
73,0.219,0.63,0.449,0,0.0622,-13.243,0.0252,0.623,"Rock"
30,0.471,0.356,0.955,0.368,0.205,-1.811,0.0769,0.169,"Blues"
65,0.163,0.728,0.656,1.17e-06,0.117,-5.111,0.0482,0.168,"Rock"
21,0.305,0.532,0.427,0,0.275,-8.842,0.13,0.663,"Blues"
60,0.0046,0.688,0.834,4e-05,0.349,-3.903,0.0901,0.374,"Rap"
51,0.0427,0.556,0.504,0.000356,0.0582,-11.513,0.0293,0.616,"Alternative"
48,0.0233,0.681,0.91,0.000574,0.136,-5.22,0.0358,0.918,"Country"
63,0.015,0.694,0.795,0,0.114,-4.649,0.0924,0.556,"Rock"
55,0.00144,0.667,0.998,0.423,0.301,-5.892,0.065,0.32,"Electronic"
39,0.00315,0.567,0.924,0,0.383,-2.934,0.0372,0.851,"Anime"
53,0.728,0.591,0.246,1.01e-06,0.0753,-12.141,0.039,0.56,"Jazz"
52,1.81e-05,0.527,0.764,2.68e-05,0.144,-6.257,0.0419,0.662,"Rap"
32,0.128,0.537,0.5,0.00401,0.114,-6.798,0.0346,0.476,"Blues"
52,0.171,0.444,0.943,6.59e-06,0.297,-3.724,0.104,0.411,"Alternative"
40,0.492,0.646,0.546,0.316,0.227,-14.012,0.0321,0.796,"Blues"
40,0.113,0.408,0.731,0.0034,0.138,-7.171,0.0359,0.326,"Country"
58,0.43,0.495,0.533,0.000672,0.106,-5.802,0.0295,0.424,"Hip-Hop"
58,0.0667,0.693,0.527,0.00143,0.663,-10.856,0.0365,0.911,"Alternative"
27,0.0257,0.733,0.665,0.33,0.351,-10.719,0.21,0.258,"Electronic"
61,0.244,0.529,0.847,0,0.205,-5.513,0.0482,0.69,"Rock"
24,0.0214,0.381,0.825,0.00416,0.704,-3.907,0.0341,0.372,"Blues"
34,0.0103,0.422,0.725,3.44e-06,0.0942,-8.81,0.0396,0.74,"Blues"
53,0.159,0.364,0.862,0.44,0.126,-5.651,0.301,0.0557,"Electronic"
48,0.176,0.408,0.664,0.0292,0.0954,-7.005,0.0352,0.447,"Blues"
10,0.942,0.743,0.341,0.91,0.0797,-10.688,0.0581,0.391,"Anime"
32,0.0993,0.71,0.728,0.2,0.0705,-5.689,0.101,0.653,"Jazz"
43,0.811,0.464,0.478,0,0.667,-11.331,0.037,0.409,"Jazz"
47,0.00395,0.437,0.864,0,0.0804,-8.334,0.0586,0.585,"Alternative"
69,0.0466,0.699,0.761,0,0.107,-4.337,0.0457,0.443,"Rap"
44,0.782,0.606,0.344,0,0.132,-9.944,0.0403,0.517,"Blues"
14,0.000912,0.406,0.934,0,0.0821,-3.252,0.0898,0.339,"Anime"
32,0.0226,0.447,0.826,0.876,0.232,-6.556,0.0504,0.685,"Jazz"
27,0.499,0.708,0.615,0,0.0997,-9.415,0.212,0.684,"Jazz"
33,0.16,0.592,0.661,0,0.142,-6.81,0.0296,0.577,"Blues"
40,0.0657,0.532,0.947,1.49e-06,0.065,-4.2,0.0457,0.748,"Blues"
38,0.799,0.432,0.201,0,0.149,-16.415,0.0428,0.404,"Jazz"
29,0.919,0.479,0.332,0.698,0.15,-14.06,0.0292,0.283,"Anime"
42,0.0562,0.728,0.762,0.475,0.0666,-8.097,0.0914,0.687,"Electronic"
21,0.454,0.895,0.616,0,0.115,-6.015,0.207,0.276,"Country"
55,0.0175,0.781,0.764,0,0.102,-3.252,0.164,0.352,"Rap"
32,0.878,0.167,0.0406,0.769,0.287,-26.132,0.0461,0.0367,"Classical"
33,0.00948,0.731,0.885,0.376,0.0871,-6.394,0.0647,0.35,"Electronic"
71,0.13,0.651,0.716,0.0616,0.125,-6.516,0.0258,0.722,"Rock"
42,0.00942,0.606,0.659,7.27e-06,0.0957,-5.202,0.0297,0.442,"Country"
42,0.184,0.786,0.883,0,0.0948,-3.55,0.217,0.684,"Country"
66,0.00162,0.426,0.929,0.105,0.0789,-6.729,0.0701,0.539,"Rap"
54,0.242,0.517,0.774,2.56e-05,0.225,-6.925,0.323,0.817,"Hip-Hop"
39,0.411,0.735,0.366,0.777,0.0838,-14.939,0.0486,0.598,"Jazz"
27,0.0633,0.672,0.773,0.809,0.114,-5.99,0.0404,0.0653,"Electronic"
60,0.0162,0.508,0.828,0,0.266,-4.065,0.033,0.449,"Rock"
57,0.193,0.464,0.775,0,0.155,-5.374,0.263,0.438,"Hip-Hop"
43,0.283,0.342,0.35,4.14e-06,0.107,-6.448,0.0281,0.149,"Alternative"
57,3.19e-06,0.333,0.959,0.0563,0.299,-4.348,0.072,0.242,"Alternative"
58,0.0452,0.626,0.63,0.000128,0.146,-5.564,0.0309,0.419,"Rock"
55,0.523,0.491,0.117,4.86e-06,0.0934,-14.791,0.0394,0.27,"Rock"
55,0.428,0.87,0.531,0,0.0798,-6.471,0.0992,0.315,"Rap"
42,0.197,0.577,0.784,0,0.0963,-4.396,0.0493,0.757,"Country"
36,0.0583,0.75,0.467,1.95e-06,0.0766,-8.55,0.045,0.61,"Blues"
51,0.0354,0.793,0.516,0,0.157,-6.96,0.259,0.257,"Hip-Hop"
33,0.00507,0.702,0.906,0.666,0.107,-8.174,0.0406,0.0648,"Electronic"
42,0.0328,0.589,0.953,0.00102,0.062,-3.317,0.0619,0.772,"Country"
53,0.000275,0.228,0.969,0,0.0982,-4.07,0.1,0.428,"Alternative"
61,0.509,0.758,0.526,0.000467,0.0913,-10.81,0.255,0.312,"Hip-Hop"
52,0.558,0.813,0.508,0.831,0.104,-11.08,0.141,0.71,"Hip-Hop"
47,0.74,0.783,0.382,0.000192,0.461,-10.352,0.0274,0.231,"Alternative"
60,0.339,0.479,0.706,1.32e-06,0.332,-7.282,0.0527,0.481,"Rock"
47,0.0273,0.346,0.854,0.0192,0.0987,-5.646,0.0391,0.414,"Electronic"
49,0.21,0.527,0.658,0,0.115,-5.141,0.0331,0.205,"Country"
43,0.0164,0.594,0.846,0,0.415,-11.053,0.149,0.331,"Country"
71,0.234,0.698,0.59,7.9e-06,0.0601,-5.572,0.0717,0.113,"Hip-Hop"
13,0.203,0.639,0.647,0,0.482,-9.387,0.026,0.776,"Anime"
38,0.794,0.614,0.439,0,0.477,-9.053,0.127,0.616,"Country"
54,0.601,0.527,0.224,0.0202,0.0915,-13.27,0.0293,0.178,"Jazz"
36,0.0221,0.393,0.957,0.0101,0.146,-1.117,0.0761,0.913,"Anime"
30,0.515,0.661,0.661,0.814,0.0653,-8.109,0.0283,0.736,"Jazz"
43,0.0152,0.437,0.708,0.000577,0.13,-5.811,0.0315,0.198,"Alternative"
37,0.985,0.319,0.0729,0.00242,0.0915,-21.63,0.0583,0.0885,"Classical"
65,0.154,0.748,0.742,3.06e-05,0.196,-6.516,0.0979,0.474,"Hip-Hop"
43,0.00026,0.487,0.953,0.828,0.811,-5.216,0.173,0.12,"Electronic"
54,0.117,0.781,0.57,0,0.112,-5.555,0.296,0.354,"Rap"
70,0.063,0.688,0.631,0,0.108,-5.612,0.13,0.854,"Hip-Hop"
31,0.992,0.194,0.00364,0.897,0.0647,-27.015,0.0455,0.0501,"Classical"
39,0.985,0.692,0.191,0.844,0.163,-13.891,0.0416,0.687,"Jazz"
53,0.0875,0.482,0.642,7.34e-06,0.31,-8.535,0.325,0.6,"Alternative"
64,0.309,0.705,0.521,0,0.357,-8.307,0.32,0.664,"Rap"
35,0.548,0.689,0.791,6.08e-06,0.285,-7,0.0495,0.811,"Blues"
35,0.663,0.0969,0.291,0.914,0.11,-17.27,0.0476,0.0347,"Classical"
19,0.00551,0.628,0.966,5.36e-05,0.0773,-1.783,0.0669,0.445,"Anime"
68,0.00216,0.353,0.686,0,0.123,-5.704,0.0534,0.177,"Rock"
36,0.91,0.195,0.151,0.714,0.0923,-17.172,0.0497,0.0378,"Classical"
41,0.0434,0.915,0.583,0.00635,0.218,-11.096,0.217,0.837,"Jazz"
52,0.036,0.781,0.757,0,0.324,-6.011,0.352,0.516,"Rap"
60,0.0254,0.616,0.598,4.8e-06,0.115,-6.688,0.0329,0.345,"Rap"
26,0.758,0.576,0.363,0.000147,0.0837,-14.487,0.0512,0.452,"Blues"
52,0.000253,0.611,0.981,0.0155,0.0656,-3.503,0.0516,0.522,"Rap"
50,0.0574,0.78,0.626,0.0122,0.501,-9.99,0.199,0.667,"Jazz"
44,0.00119,0.42,0.914,3.25e-05,0.153,-4.644,0.115,0.526,"Country"
22,0.862,0.59,0.221,0.468,0.0736,-16.338,0.0383,0.0331,"Anime"
60,0.0326,0.545,0.805,0,0.781,-5.792,0.0491,0.727,"Rock"
16,0.986,0.306,0.017,0.138,0.0956,-28.818,0.039,0.157,"Anime"
48,0.0987,0.511,0.614,0,0.144,-6.371,0.322,0.95,"Alternative"
61,0.049,0.661,0.916,0,0.0997,-6.032,0.248,0.776,"Rap"
49,6.04e-05,0.505,0.985,1.02e-05,0.351,-4.401,0.119,0.243,"Alternative"
24,0.00685,0.608,0.857,0,0.319,-6.035,0.049,0.812,"Anime"
33,0.0228,0.587,0.556,0.00624,0.0808,-14.085,0.0346,0.677,"Blues"
28,0.948,0.0724,0.0942,0.858,0.192,-21.948,0.0388,0.0358,"Classical"
26,0.00813,0.755,0.83,0.000101,0.245,-2.196,0.127,0.739,"Blues"
3,0.966,0.361,0.065,0,0.191,-22.203,0.0585,0.143,"Classical"
56,0.144,0.326,0.887,1.35e-06,0.49,-4.199,0.0565,0.706,"Country"
60,0.0142,0.594,0.951,1.18e-06,0.0965,-1.339,0.0696,0.641,"Anime"
46,0.017,0.625,0.677,3.19e-05,0.591,-5.722,0.0708,0.748,"Alternative"
0,0.0108,0.412,0.372,0.892,0.272,-15.672,0.0301,0.241,"Anime"
48,0.0321,0.682,0.743,0,0.151,-5.498,0.0384,0.419,"Country"
70,0.114,0.529,0.967,0,0.61,-3.647,0.0508,0.596,"Alternative"
41,0.918,0.526,0.0921,0.329,0.116,-14.569,0.0386,0.292,"Jazz"
56,0.00731,0.754,0.888,0.00212,0.0821,-8.393,0.176,0.781,"Rap"
24,0.0227,0.532,0.888,2.83e-06,0.339,-1.405,0.0383,0.342,"Anime"
27,0.552,0.661,0.504,0.0117,0.12,-13.224,0.0256,0.843,"Blues"
51,0.523,0.764,0.778,1.78e-05,0.317,-6.231,0.163,0.584,"Jazz"
33,0.76,0.457,0.498,0.000631,0.0858,-7.74,0.037,0.367,"Jazz"
60,0.00738,0.337,0.809,0.000272,0.319,-2.969,0.0327,0.319,"Rock"
47,0.461,0.469,0.333,9.41e-05,0.111,-14.084,0.0515,0.408,"Jazz"
34,0.366,0.764,0.695,0.823,0.0503,-8.451,0.0367,0.961,"Jazz"
70,0.131,0.804,0.67,0,0.148,-8.142,0.0897,0.644,"Rock"
39,0.972,0.178,0.0798,0.0865,0.145,-16.27,0.0434,0.135,"Classical"
44,0.0564,0.55,0.567,5.05e-05,0.105,-7.242,0.0322,0.127,"Country"
51,0.992,0.368,0.202,0.896,0.124,-23.873,0.0364,0.835,"Classical"
25,0.664,0.708,0.7,4.27e-06,0.115,-7.592,0.0461,0.96,"Blues"
53,0.952,0.404,0.508,0.000807,0.164,-5.893,0.0265,0.278,"Rock"
51,0.0129,0.68,0.557,0,0.196,-7.25,0.0407,0.521,"Hip-Hop"
37,0.0534,0.511,0.727,1.09e-05,0.24,-10.372,0.0354,0.708,"Blues"
51,0.0575,0.412,0.746,0,0.0791,-6.904,0.0362,0.482,"Rock"
54,0.289,0.201,0.342,0,0.0951,-7.137,0.0308,0.06,"Alternative"
57,0.00798,0.562,0.843,3.1e-05,0.112,-4.238,0.0363,0.262,"Blues"
49,0.0971,0.348,0.442,5.31e-05,0.112,-7.676,0.0637,0.0674,"Alternative"
54,4e-04,0.527,0.763,4.52e-06,0.108,-5.303,0.0325,0.26,"Rock"
49,0.217,0.762,0.643,0,0.159,-6.95,0.294,0.548,"Rap"
23,3.61e-05,0.42,0.935,0.121,0.0654,-3.63,0.0429,0.682,"Anime"
33,0.769,0.596,0.441,0.351,0.361,-10.991,0.0496,0.676,"Jazz"
38,0.162,0.917,0.555,1.38e-06,0.29,-7.541,0.0785,0.731,"Blues"
38,0.269,0.575,0.545,0,0.126,-9.412,0.0278,0.56,"Country"
48,0.822,0.594,0.462,0.00186,0.123,-10.218,0.0403,0.529,"Rock"
27,0.992,0.448,0.194,0.949,0.096,-17.294,0.0712,0.413,"Anime"
42,0.263,0.813,0.693,0.853,0.203,-9.314,0.237,0.516,"Jazz"
64,0.671,0.687,0.361,0,0.13,-9.541,0.255,0.293,"Rap"
34,0.677,0.363,0.528,0.0346,0.103,-8.557,0.0287,0.0926,"Blues"
37,0.589,0.397,0.432,1.93e-06,0.109,-10.933,0.0282,0.221,"Blues"
56,0.144,0.326,0.887,1.35e-06,0.49,-4.199,0.0565,0.706,"Rock"
36,0.0424,0.796,0.513,0.886,0.151,-12.247,0.0444,0.473,"Electronic"
70,0.0705,0.67,0.515,0,0.25,-6.977,0.397,0.422,"Hip-Hop"
38,0.872,0.635,0.335,0.602,0.181,-14.186,0.0831,0.556,"Blues"
58,0.0474,0.832,0.427,0,0.101,-8.516,0.257,0.369,"Rap"
64,0.0137,0.925,0.354,0,0.334,-8.163,0.13,0.405,"Hip-Hop"
32,0.4,0.487,0.31,0,0.143,-8.2,0.0332,0.332,"Blues"
31,0.974,0.294,0.169,0.382,0.103,-14.727,0.0306,0.0517,"Classical"
66,0.0661,0.739,0.471,9.78e-05,0.116,-8.456,0.0436,0.31,"Rock"
57,0.19,0.766,0.614,0,0.157,-5.431,0.0484,0.299,"Rap"
37,0.729,0.668,0.376,4.97e-05,0.116,-11.406,0.0682,0.837,"Blues"
21,0.943,0.584,0.253,0.882,0.0956,-18.898,0.041,0.448,"Anime"
64,0.474,0.776,0.5,0.000931,0.169,-7.451,0.0579,0.544,"Alternative"
57,0.0342,0.726,0.856,4.6e-06,0.302,-2.807,0.035,0.962,"Country"
37,0.427,0.576,0.413,3.16e-05,0.108,-7.879,0.0253,0.292,"Anime"
45,0.0299,0.572,0.923,7.31e-06,0.0388,-3.669,0.107,0.646,"Country"
22,0.518,0.209,0.32,8.61e-06,0.113,-10.674,0.0359,0.235,"Anime"
65,0.0523,0.835,0.756,0.028,0.0606,-5.441,0.123,0.809,"Rap"
24,0.927,0.522,0.144,0.829,0.104,-19.942,0.0381,0.384,"Classical"
50,0.0563,0.697,0.56,0,0.141,-8.207,0.243,0.376,"Hip-Hop"
40,0.13,0.635,0.484,0,0.269,-16.487,0.0295,0.823,"Country"
36,0.691,0.649,0.446,0.000174,0.0825,-7.338,0.034,0.324,"Country"
54,0.177,0.798,0.895,0,0.358,-7.811,0.216,0.784,"Hip-Hop"
56,0.0593,0.476,0.902,0,0.394,-2.665,0.0436,0.746,"Anime"
58,0.027,0.596,0.557,1.64e-05,0.0914,-6.401,0.0299,0.314,"Rock"
31,0.00784,0.69,0.719,1.26e-05,0.52,-6.096,0.0347,0.471,"Electronic"
40,0.361,0.791,0.798,0.471,0.113,-9.61,0.232,0.236,"Electronic"
49,0.373,0.792,0.5,0,0.178,-7.629,0.211,0.378,"Hip-Hop"
59,0.0761,0.738,0.519,0,0.092,-5.403,0.185,0.61,"Hip-Hop"
65,0.211,0.671,0.872,0,0.16,-4.574,0.0458,0.907,"Country"
41,0.253,0.84,0.332,1.6e-06,0.111,-10.759,0.0427,0.621,"Country"
69,0.000526,0.483,0.941,3.5e-06,0.31,-3.598,0.0575,0.503,"Rock"
34,0.983,0.221,0.0116,0.954,0.0741,-35.191,0.0364,0.0392,"Classical"
52,7.43e-05,0.416,0.748,0,0.0995,-4.83,0.0487,0.792,"Rock"
16,0.00466,0.46,0.692,0.938,0.565,-6.431,0.0347,0.0898,"Anime"
70,0.911,0.504,0.601,4.73e-05,0.168,-6.53,0.331,0.571,"Hip-Hop"
34,0.151,0.623,0.818,8.16e-06,0.621,-3.301,0.0666,0.172,"Electronic"
61,0.661,0.763,0.462,0,0.112,-9.432,0.105,0.672,"Rock"
42,0.000232,0.599,0.972,0.255,0.166,-4.67,0.103,0.125,"Electronic"
34,0.111,0.545,0.687,0.757,0.143,-9.256,0.0333,0.577,"Jazz"
42,0.226,0.668,0.892,0,0.356,-5.765,0.404,0.624,"Jazz"
47,0.00118,0.678,0.598,0.878,0.119,-10.04,0.0303,0.712,"Electronic"
53,0.644,0.383,0.599,3.61e-05,0.311,-5.432,0.0304,0.547,"Rock"
37,0.00256,0.59,0.971,0,0.276,-3.044,0.0452,0.725,"Anime"
31,0.0456,0.7,0.935,0.831,0.347,-8.774,0.0408,0.811,"Electronic"
49,0.163,0.653,0.511,0,0.157,-7.309,0.473,0.77,"Hip-Hop"
66,0.108,0.648,0.581,0,0.496,-6.958,0.315,0.235,"Hip-Hop"
56,0.0339,0.422,0.851,0,0.152,-4.031,0.0398,0.667,"Rap"
26,0.0116,0.455,0.71,0.879,0.216,-4.717,0.0681,0.638,"Blues"
28,0.0198,0.359,0.971,0.000123,0.37,-2.804,0.0771,0.296,"Blues"
56,0.349,0.814,0.385,4.16e-06,0.122,-12.23,0.252,0.296,"Alternative"
31,0.072,0.335,0.881,0,0.284,-3.706,0.0667,0.382,"Anime"
52,0.311,0.586,0.527,0,0.116,-14.327,0.0526,0.867,"Country"
45,0.929,0.582,0.303,0.000478,0.113,-8.402,0.0304,0.372,"Country"
32,0.205,0.529,0.402,0.624,0.332,-11.616,0.0567,0.584,"Jazz"
51,0.288,0.516,0.583,0,0.298,-8.197,0.0277,0.381,"Country"
52,0.324,0.565,0.603,4.87e-05,0.195,-8.597,0.0329,0.132,"Alternative"
15,0.0246,0.355,0.839,0.0257,0.064,-3.724,0.0404,0.241,"Anime"
34,0.26,0.428,0.472,0.00564,0.0716,-9.586,0.0305,0.358,"Anime"
63,0.00678,0.283,0.891,0.0038,0.159,-8.165,0.178,0.226,"Rock"
37,0.535,0.523,0.681,0,0.122,-6.093,0.0364,0.814,"Jazz"
35,0.994,0.338,0.0438,0.891,0.0575,-26.635,0.0504,0.25,"Classical"
65,0.384,0.522,0.553,0.0113,0.13,-8.088,0.043,0.084,"Hip-Hop"
60,0.00725,0.495,0.834,4e-05,0.126,-4.731,0.0967,0.247,"Rock"
49,0.221,0.611,0.938,0.0208,0.342,-5.81,0.0459,0.903,"Electronic"
87,0.0175,0.669,0.574,0.00294,0.146,-6.442,0.0286,0.273,"Hip-Hop"
57,0.0553,0.834,0.591,0,0.074,-7.543,0.305,0.9,"Hip-Hop"
42,0.918,0.711,0.148,1.18e-05,0.115,-14.489,0.0474,0.736,"Jazz"
41,0.611,0.405,0.176,0.15,0.0562,-15.245,0.0312,0.153,"Jazz"
49,0.0262,0.586,0.925,0.00327,0.138,-3.744,0.039,0.495,"Country"
33,0.00187,0.551,0.94,0.691,0.301,-3.972,0.214,0.0642,"Electronic"
75,0.00165,0.662,0.741,0.0303,0.114,-5.406,0.0334,0.404,"Rock"
41,0.0231,0.606,0.818,0,0.259,-6.086,0.0472,0.566,"Country"
32,0.929,0.135,0.069,0.938,0.155,-22.842,0.0421,0.0314,"Classical"
11,0.205,0.576,0.57,0,0.316,-8.088,0.0276,0.745,"Anime"
43,0.137,0.534,0.7,0.00129,0.107,-9.055,0.0395,0.344,"Electronic"
54,0.466,0.722,0.529,8.83e-06,0.0739,-8.742,0.109,0.0987,"Rap"
50,0.237,0.857,0.45,0,0.134,-10.744,0.306,0.67,"Hip-Hop"
49,0.0969,0.659,0.755,0,0.367,-5.085,0.0314,0.542,"Rock"
50,0.0265,0.686,0.694,0,0.115,-5.502,0.304,0.292,"Rap"
34,0.653,0.543,0.555,1.31e-06,0.16,-7.459,0.0377,0.465,"Blues"
22,0.0246,0.552,0.617,0.0104,0.0592,-9.846,0.0399,0.852,"Electronic"
30,0.066,0.493,0.95,0.000329,0.0615,-3.567,0.21,0.169,"Blues"
24,0.93,0.152,0.0567,0.625,0.0587,-22.579,0.04,0.0372,"Classical"
42,0.199,0.697,0.365,0.00162,0.0603,-10.979,0.0474,0.433,"Jazz"
34,0.108,0.621,0.933,0.000729,0.367,-1.84,0.0941,0.47,"Electronic"
36,0.968,0.532,0.0867,0.00366,0.104,-16.7,0.0365,0.256,"Jazz"
19,0.978,0.406,0.0815,0.856,0.137,-25.765,0.0394,0.204,"Classical"
68,0.0319,0.589,0.673,5.68e-06,0.108,-7.082,0.167,0.209,"Rap"
40,0.114,0.724,0.458,0.42,0.115,-9.76,0.0651,0.326,"Electronic"
74,0.29,0.845,0.51,2.39e-06,0.114,-13.064,0.224,0.74,"Hip-Hop"
32,0.0251,0.504,0.896,0.656,0.105,-6.14,0.0378,0.265,"Electronic"
50,0.0678,0.701,0.572,0,0.387,-10.389,0.509,0.599,"Hip-Hop"
57,0.00236,0.545,0.802,1.02e-05,0.3,-5.126,0.0337,0.463,"Country"
69,0.0485,0.673,0.785,3.65e-06,0.0397,-2.894,0.351,0.85,"Rap"
61,0.00119,0.488,0.899,0,0.0497,-3.673,0.0532,0.638,"Rap"
47,0.299,0.579,0.723,7.77e-06,0.0979,-6.155,0.0289,0.469,"Country"
40,0.00646,0.684,0.896,0.0129,0.0924,-4.16,0.0349,0.573,"Alternative"
36,0.703,0.59,0.616,0.00351,0.469,-9.098,0.0472,0.731,"Jazz"
39,0.00905,0.696,0.912,0.868,0.324,-8.205,0.0752,0.474,"Electronic"
48,0.486,0.591,0.758,0,0.165,-6.144,0.393,0.426,"Hip-Hop"
63,0.012,0.407,0.896,0,0.196,-2.935,0.063,0.156,"Alternative"
53,0.0146,0.583,0.668,0,0.114,-7.799,0.0307,0.139,"Rock"
22,0.943,0.562,0.298,0.628,0.239,-12.215,0.0405,0.672,"Blues"
51,0.0121,0.49,0.746,0,0.0624,-4.951,0.0405,0.331,"Alternative"
42,0.00999,0.709,0.902,0.505,0.181,-5.711,0.0813,0.691,"Jazz"
36,0.681,0.515,0.372,0.00306,0.104,-8.283,0.0295,0.211,"Country"
49,0.487,0.697,0.61,0,0.102,-7.065,0.0298,0.548,"Alternative"
51,0.000214,0.372,0.95,0,0.0783,-4.173,0.292,0.539,"Rock"
38,0.295,0.889,0.423,0.449,0.084,-9.759,0.0456,0.81,"Electronic"
81,0.367,0.52,0.538,0.00187,0.119,-8.109,0.206,0.177,"Rap"
35,0.923,0.623,0.237,0.917,0.121,-14.188,0.0375,0.53,"Jazz"
50,0.109,0.438,0.792,0,0.241,-6.884,0.346,0.463,"Hip-Hop"
52,0.277,0.492,0.769,0,0.126,-4.847,0.423,0.762,"Hip-Hop"
59,0.269,0.45,0.356,0.515,0.0944,-13.692,0.0337,0.0839,"Alternative"
71,0.0358,0.704,0.777,0,0.151,-5.729,0.195,0.392,"Hip-Hop"
28,0.493,0.516,0.736,0.00247,0.124,-3.7,0.0279,0.628,"Blues"
44,0.000188,0.4,0.95,8.98e-05,0.445,-3.213,0.141,0.393,"Alternative"
52,0.134,0.523,0.665,0,0.138,-6.534,0.151,0.506,"Hip-Hop"
25,0.15,0.73,0.713,0.00732,0.11,-6.662,0.0258,0.768,"Anime"
31,0.0272,0.453,0.835,0.912,0.204,-8.159,0.252,0.605,"Blues"
40,0.00177,0.441,0.967,0,0.425,-1.986,0.31,0.697,"Anime"
54,0.699,0.786,0.569,0.000547,0.124,-8.348,0.063,0.44,"Rap"
51,0.0808,0.696,0.638,0.000779,0.0799,-6.342,0.063,0.331,"Alternative"
22,0.973,0.403,0.092,0.595,0.194,-24.312,0.0382,0.396,"Classical"
37,0.825,0.585,0.527,0,0.386,-8.522,0.0642,0.947,"Blues"
51,0.456,0.481,0.523,0.00456,0.0602,-7.921,0.0279,0.285,"Alternative"
0,0.976,0.4,0.338,0.779,0.163,-17.68,0.0513,0.38,"Classical"
60,0.122,0.87,0.299,0.0514,0.0926,-13.409,0.248,0.933,"Rock"
37,0.603,0.526,0.362,0.0592,0.0883,-10.669,0.0262,0.402,"Blues"
48,0.289,0.528,0.593,0.00054,0.0724,-3.68,0.0545,0.351,"Anime"
48,0.496,0.453,0.498,0,0.319,-10.11,0.0662,0.323,"Hip-Hop"
65,0.0406,0.734,0.776,0.193,0.0547,-4.193,0.0826,0.843,"Alternative"
36,0.367,0.691,0.66,0,0.258,-6.34,0.0277,0.806,"Country"
37,0.836,0.0974,0.291,0.935,0.0868,-12.791,0.037,0.0484,"Classical"
63,0.000246,0.345,0.926,0.000487,0.14,-4.444,0.159,0.214,"Rock"
16,0.0252,0.436,0.98,2.28e-05,0.23,0.584,0.259,0.281,"Anime"
83,0.073,0.754,0.342,0,0.193,-8.677,0.0991,0.423,"Rap"
58,0.218,0.501,0.876,2.39e-05,0.157,-6.324,0.0545,0.228,"Rock"
65,0.0226,0.542,0.867,0.00347,0.116,-5.26,0.0813,0.326,"Rock"
61,0.269,0.806,0.821,0,0.0879,-5.877,0.314,0.799,"Rap"
48,0.00707,0.814,0.809,0,0.0724,-6.311,0.0716,0.531,"Rap"
23,1.54e-05,0.389,0.894,0.843,0.361,-5.658,0.0375,0.388,"Anime"
72,0.0912,0.855,0.516,0,0.114,-8.116,0.44,0.153,"Rap"
40,0.375,0.586,0.601,0.0355,0.0668,-10.586,0.0634,0.963,"Jazz"
40,0.376,0.605,0.731,1.34e-06,0.698,-6.224,0.104,0.672,"Country"
31,0.149,0.736,0.394,1.54e-05,0.0858,-15.184,0.421,0.283,"Electronic"
